# LAMMPS data file written by OVITO Basic 3.2.1
50400 atoms
2 atom types
-158.145141105 158.145141105 xlo xhi
-44.9999989875 44.9999989875 ylo yhi
-17.1063246 17.1063246 zlo zhi

Atoms  # atomic

1 1 -148.1450861395 0.0 -14.2552682192
2 1 -145.6760925675 -0.177839996 -15.6807998308
3 1 -143.2070041084 -0.177839996 -17.1063296
4 1 -148.1450861395 -0.177839996 -17.1063296
5 1 -146.4991115108 2.1500099516 -17.1063296
6 1 -148.1450861395 -0.177839996 -8.5531623
7 1 -145.6760925675 -0.177839996 -12.82974345
8 1 -145.6760925675 -0.177839996 -9.9787007542
9 1 -143.2070041084 -0.177839996 -11.4042049958
10 1 -148.1450861395 -0.177839996 -11.4042049958
11 1 -146.4991115108 2.1500099516 -11.4042049958
12 1 -140.7378840204 -0.177839996 -15.6807998308
13 1 -140.7378840204 -0.177839996 -12.82974345
14 1 -138.2687955613 -0.177839996 -14.2552682192
15 1 -143.2070041084 -0.177839996 -14.2552682192
16 1 -144.0299914228 2.1500099516 -15.6807998308
17 1 -144.0299914228 2.1500099516 -12.82974345
18 1 -141.5609029637 2.1500099516 -14.2552682192
19 1 -146.4991115108 2.1500099516 -14.2552682192
20 1 -147.3220988251 4.4778598992 -15.6807998308
21 1 -147.3220988251 4.4778598992 -12.82974345
22 1 -144.8530103661 4.4778598992 -14.2552682192
23 1 -148.1450861395 6.8057998469 -14.2552682192
24 1 -135.7997071023 -0.177839996 -15.6807998308
25 1 -133.3305870142 -0.177839996 -17.1063296
26 1 -138.2687955613 -0.177839996 -17.1063296
27 1 -139.0918145047 2.1500099516 -15.6807998308
28 1 -136.6226944166 2.1500099516 -17.1063296
29 1 -141.5609029637 2.1500099516 -17.1063296
30 1 -142.383890278 4.4778598992 -15.6807998308
31 1 -139.9148967061 4.4778598992 -17.1063296
32 1 -144.8530103661 4.4778598992 -17.1063296
33 1 -145.6760925675 6.8057998469 -15.6807998308
34 1 -143.2070041084 6.8057998469 -17.1063296
35 1 -148.1450861395 6.8057998469 -17.1063296
36 1 -146.4991115108 9.1336497945 -17.1063296
37 1 -148.1450861395 -0.177839996 -2.8510426958
38 1 -145.6760925675 -0.177839996 -7.1276238458
39 1 -145.6760925675 -0.177839996 -4.27658115
40 1 -143.2070041084 -0.177839996 -5.7021196042
41 1 -148.1450861395 -0.177839996 -5.7021196042
42 1 -146.4991115108 2.1500099516 -5.7021196042
43 1 -140.7378840204 -0.177839996 -9.9787007542
44 1 -140.7378840204 -0.177839996 -7.1276238458
45 1 -138.2687955613 -0.177839996 -8.5531623
46 1 -143.2070041084 -0.177839996 -8.5531623
47 1 -144.0299914228 2.1500099516 -9.9787007542
48 1 -144.0299914228 2.1500099516 -7.1276238458
49 1 -141.5609029637 2.1500099516 -8.5531623
50 1 -146.4991115108 2.1500099516 -8.5531623
51 1 -147.3220988251 4.4778598992 -9.9787007542
52 1 -147.3220988251 4.4778598992 -7.1276238458
53 1 -144.8530103661 4.4778598992 -8.5531623
54 1 -148.1450861395 6.8057998469 -8.5531623
55 1 -135.7997071023 -0.177839996 -12.82974345
56 1 -135.7997071023 -0.177839996 -9.9787007542
57 1 -133.3305870142 -0.177839996 -11.4042049958
58 1 -138.2687955613 -0.177839996 -11.4042049958
59 1 -139.0918145047 2.1500099516 -12.82974345
60 1 -139.0918145047 2.1500099516 -9.9787007542
61 1 -136.6226944166 2.1500099516 -11.4042049958
62 1 -141.5609029637 2.1500099516 -11.4042049958
63 1 -142.383890278 4.4778598992 -12.82974345
64 1 -142.383890278 4.4778598992 -9.9787007542
65 1 -139.9148967061 4.4778598992 -11.4042049958
66 1 -144.8530103661 4.4778598992 -11.4042049958
67 1 -145.6760925675 6.8057998469 -12.82974345
68 1 -145.6760925675 6.8057998469 -9.9787007542
69 1 -143.2070041084 6.8057998469 -11.4042049958
70 1 -148.1450861395 6.8057998469 -11.4042049958
71 1 -146.4991115108 9.1336497945 -11.4042049958
72 1 -130.8614985552 -0.177839996 -15.6807998308
